invoice_id,invoice_number,sales_order_id,invoice_date,invoice_amount,payment_status,created_date
659,INV000659,3712,2024-11-01 2:34:02,129752.61,Overdue,2024-11-01 2:34:02
660,INV000660,2673,2025-06-19 9:40:06,26864.6,Paid,2025-06-19 9:40:06
661,INV000661,2134,2024-11-15 23:44:55,0,Partially Paid,2024-11-15 23:44:55
662,INV000662,843,2025-11-28 12:54:38,27355.8,Partially Paid,2025-11-28 12:54:38
663,INV000663,920,2025-12-20 1:01:33,30598.37,Overdue,2025-12-20 1:01:33
664,INV000664,1917,2025-12-24 9:51:04,8649.74,Overdue,2025-12-24 9:51:04
665,INV000665,401,2025-02-28 19:31:32,11380.5,Pending,2025-02-28 19:31:32
666,INV000666,4940,2025-02-11 20:09:28,100866.96,Partially Paid,2025-02-11 20:09:28
667,INV000667,1030,2024-08-16 17:26:36,121388.37,Partially Paid,2024-08-16 17:26:36
668,INV000668,3906,2025-06-25 7:19:35,11872.73,Overdue,2025-06-25 7:19:35
669,INV000669,2305,2024-07-08 9:37:02,65262.87,Overdue,2024-07-08 9:37:02
670,INV000670,3605,2025-01-23 8:57:18,78647.94,Partially Paid,2025-01-23 8:57:18
671,INV000671,4825,2024-10-18 12:04:27,149326.62,Paid,2024-10-18 12:04:27
672,INV000672,4767,2024-11-28 5:16:39,6554.03,Overdue,2024-11-28 5:16:39
673,INV000673,730,2024-11-06 1:51:43,34092.79,Overdue,2024-11-06 1:51:43
674,INV000674,1062,2025-03-10 15:02:45,78132.32,Overdue,2025-03-10 15:02:45
675,INV000675,507,2025-11-27 21:30:00,7017.82,Overdue,2025-11-27 21:30:00
676,INV000676,3214,2025-11-09 23:39:35,105891.98,Pending,2025-11-09 23:39:35
677,INV000677,3348,2025-09-06 19:34:02,121568.74,Paid,2025-09-06 19:34:02
678,INV000678,1787,2026-03-18 16:05:46,82493.53,Overdue,2026-03-18 16:05:46
679,INV000679,2639,2024-11-13 11:38:06,41157,Pending,2024-11-13 11:38:06
680,INV000680,4155,2025-03-08 10:18:43,26269.2,Pending,2025-03-08 10:18:43
681,INV000681,1556,2024-05-14 9:03:51,296240.84,Paid,2024-05-14 9:03:51
682,INV000682,1722,2025-08-27 5:14:23,136239.13,Pending,2025-08-27 5:14:23
683,INV000683,3503,2026-04-14 5:42:47,19561.18,Partially Paid,2026-04-14 5:42:47
684,INV000684,4193,2025-03-20 18:27:35,0,Pending,2025-03-20 18:27:35
685,INV000685,2529,2025-07-15 21:43:08,24620.22,Pending,2025-07-15 21:43:08
686,INV000686,2941,2024-06-29 10:53:57,134727.08,Overdue,2024-06-29 10:53:57
687,INV000687,4743,2025-07-24 1:06:21,17835.39,Paid,2025-07-24 1:06:21
688,INV000688,4969,2025-01-31 21:30:19,69447.68,Partially Paid,2025-01-31 21:30:19
689,INV000689,3819,2025-11-03 15:25:28,38730.8,Partially Paid,2025-11-03 15:25:28
690,INV000690,2026,2025-07-30 13:05:20,75201.49,Overdue,2025-07-30 13:05:20
691,INV000691,4193,2025-08-12 2:20:28,0,Partially Paid,2025-08-12 2:20:28
692,INV000692,4716,2024-07-26 0:36:49,103415.28,Pending,2024-07-26 0:36:49
693,INV000693,1162,2025-12-20 11:54:07,69249.77,Overdue,2025-12-20 11:54:07
694,INV000694,2210,2024-10-18 6:49:29,48371.99,Pending,2024-10-18 6:49:29
695,INV000695,3996,2024-08-09 12:11:31,0,Partially Paid,2024-08-09 12:11:31
696,INV000696,1607,2024-10-18 18:41:34,95836.79,Partially Paid,2024-10-18 18:41:34
697,INV000697,3320,2025-02-21 9:50:55,139549.61,Pending,2025-02-21 9:50:55
698,INV000698,4118,2024-07-05 23:08:52,125587,Partially Paid,2024-07-05 23:08:52
699,INV000699,795,2024-11-28 5:39:30,0,Paid,2024-11-28 5:39:30
700,INV000700,3781,2025-11-13 14:58:45,106210.18,Paid,2025-11-13 14:58:45
701,INV000701,3582,2026-04-10 7:03:58,94131.53,Overdue,2026-04-10 7:03:58
702,INV000702,1739,2025-04-08 11:58:18,137056.08,Overdue,2025-04-08 11:58:18
703,INV000703,4891,2024-05-20 6:16:31,183284.23,Overdue,2024-05-20 6:16:31
704,INV000704,2844,2025-08-26 22:04:45,36518.4,Pending,2025-08-26 22:04:45
705,INV000705,4961,2025-06-02 14:15:22,5133.21,Overdue,2025-06-02 14:15:22
706,INV000706,3026,2025-09-26 5:12:59,34801.94,Paid,2025-09-26 5:12:59
707,INV000707,3482,2026-05-09 3:50:58,73482.48,Overdue,2026-05-09 3:50:58
708,INV000708,4117,2025-08-07 22:36:10,118067.17,Pending,2025-08-07 22:36:10
709,INV000709,4972,2025-11-19 6:22:46,0,Overdue,2025-11-19 6:22:46
710,INV000710,4409,2024-11-22 17:30:04,29652.16,Partially Paid,2024-11-22 17:30:04
711,INV000711,1929,2026-02-19 6:11:51,86761.98,Paid,2026-02-19 6:11:51
712,INV000712,4971,2024-07-07 19:46:09,22655.6,Partially Paid,2024-07-07 19:46:09
713,INV000713,1233,2025-01-22 10:31:16,39542.49,Overdue,2025-01-22 10:31:16
714,INV000714,2665,2024-05-19 8:44:06,9774.21,Overdue,2024-05-19 8:44:06
715,INV000715,995,2025-05-17 12:09:03,42250.98,Partially Paid,2025-05-17 12:09:03
716,INV000716,4755,2024-07-30 0:02:51,18623.88,Pending,2024-07-30 0:02:51
717,INV000717,2452,2025-07-09 22:18:05,7836.83,Pending,2025-07-09 22:18:05
718,INV000718,698,2024-10-18 10:44:41,89565.05,Overdue,2024-10-18 10:44:41
719,INV000719,4637,2025-10-12 14:00:41,8577.87,Paid,2025-10-12 14:00:41
720,INV000720,2158,2025-10-10 4:06:48,111943.55,Pending,2025-10-10 4:06:48
721,INV000721,584,2025-08-17 18:10:16,97730.6,Overdue,2025-08-17 18:10:16
722,INV000722,2068,2025-04-09 15:27:43,73884.22,Overdue,2025-04-09 15:27:43
723,INV000723,272,2024-08-30 8:11:19,112572.81,Partially Paid,2024-08-30 8:11:19
724,INV000724,3790,2026-05-06 4:00:49,35981.04,Partially Paid,2026-05-06 4:00:49
725,INV000725,1205,2026-04-07 10:42:50,79812.59,Overdue,2026-04-07 10:42:50
726,INV000726,1169,2025-03-09 23:33:42,65498.32,Overdue,2025-03-09 23:33:42
727,INV000727,4052,2025-04-09 1:31:07,55417.54,Overdue,2025-04-09 1:31:07
728,INV000728,271,2025-10-19 17:35:48,89538.32,Overdue,2025-10-19 17:35:48
729,INV000729,186,2024-09-05 11:50:00,19084.02,Overdue,2024-09-05 11:50:00
730,INV000730,1302,2025-06-27 21:28:58,41177.36,Partially Paid,2025-06-27 21:28:58
731,INV000731,3812,2024-12-13 22:05:59,20516.85,Paid,2024-12-13 22:05:59
732,INV000732,1648,2025-07-07 13:45:35,12581.44,Overdue,2025-07-07 13:45:35
733,INV000733,2061,2025-02-25 12:52:27,20108.07,Partially Paid,2025-02-25 12:52:27
734,INV000734,3531,2024-10-15 13:50:33,0,Partially Paid,2024-10-15 13:50:33
735,INV000735,1897,2025-05-11 1:30:15,63457.51,Paid,2025-05-11 1:30:15
736,INV000736,3710,2026-05-07 15:14:24,66053.71,Partially Paid,2026-05-07 15:14:24
737,INV000737,4673,2024-10-05 23:28:24,112735.34,Partially Paid,2024-10-05 23:28:24
738,INV000738,2626,2024-12-31 8:06:18,92231.88,Paid,2024-12-31 8:06:18
739,INV000739,4,2025-12-31 16:15:15,21346.8,Paid,2025-12-31 16:15:15
740,INV000740,3238,2025-11-07 15:59:33,54990.17,Overdue,2025-11-07 15:59:33
741,INV000741,807,2024-09-28 15:32:07,107529.06,Overdue,2024-09-28 15:32:07
742,INV000742,190,2025-12-16 4:31:22,138793.89,Partially Paid,2025-12-16 4:31:22
743,INV000743,1390,2024-10-03 13:17:02,9978.64,Pending,2024-10-03 13:17:02
744,INV000744,2298,2024-11-14 19:37:10,243347.63,Partially Paid,2024-11-14 19:37:10
745,INV000745,841,2025-10-27 6:09:07,302839.24,Overdue,2025-10-27 6:09:07
746,INV000746,343,2025-02-27 11:18:10,116430.42,Overdue,2025-02-27 11:18:10
747,INV000747,970,2025-10-04 11:56:08,64919.96,Paid,2025-10-04 11:56:08
748,INV000748,4089,2025-08-14 15:53:21,2357.8,Paid,2025-08-14 15:53:21
749,INV000749,4206,2026-02-21 4:08:15,85802.62,Pending,2026-02-21 4:08:15
750,INV000750,4617,2025-01-10 9:58:56,164399.58,Pending,2025-01-10 9:58:56
751,INV000751,1140,2025-04-28 12:57:07,0,Paid,2025-04-28 12:57:07
752,INV000752,4814,2026-05-05 10:25:36,85211.42,Pending,2026-05-05 10:25:36
753,INV000753,2603,2026-04-11 13:34:29,0,Paid,2026-04-11 13:34:29
754,INV000754,1726,2025-10-19 5:51:54,177632.02,Paid,2025-10-19 5:51:54
755,INV000755,36,2025-02-05 10:37:04,120313.94,Pending,2025-02-05 10:37:04
756,INV000756,4794,2025-12-14 1:44:44,12170.66,Overdue,2025-12-14 1:44:44
757,INV000757,367,2024-08-19 12:24:39,81290.4,Paid,2024-08-19 12:24:39
758,INV000758,768,2024-09-06 22:24:15,798.75,Overdue,2024-09-06 22:24:15
759,INV000759,3615,2025-06-13 1:15:06,3043.6,Overdue,2025-06-13 1:15:06
760,INV000760,3652,2025-11-24 17:55:34,0,Pending,2025-11-24 17:55:34
761,INV000761,4688,2025-07-20 14:06:04,242427.71,Paid,2025-07-20 14:06:04
762,INV000762,2847,2026-04-13 21:06:16,133571.6,Overdue,2026-04-13 21:06:16
763,INV000763,2638,2025-01-09 14:00:45,38023.5,Pending,2025-01-09 14:00:45
764,INV000764,1972,2024-12-30 2:33:59,52085.3,Partially Paid,2024-12-30 2:33:59
765,INV000765,4129,2024-06-23 15:08:28,68792.13,Pending,2024-06-23 15:08:28
766,INV000766,229,2024-05-27 4:20:17,129411.69,Overdue,2024-05-27 4:20:17
767,INV000767,4052,2024-11-10 8:37:42,55417.54,Overdue,2024-11-10 8:37:42
768,INV000768,3933,2025-07-30 15:36:29,134952.54,Overdue,2025-07-30 15:36:29
769,INV000769,2567,2025-03-13 12:28:41,46756.08,Partially Paid,2025-03-13 12:28:41
770,INV000770,4458,2025-02-13 18:12:09,201673.43,Overdue,2025-02-13 18:12:09
771,INV000771,2323,2024-11-08 16:47:30,14374.59,Pending,2024-11-08 16:47:30
772,INV000772,3131,2025-02-25 0:02:05,24725.16,Pending,2025-02-25 0:02:05
773,INV000773,1603,2025-06-23 13:01:59,119492.05,Pending,2025-06-23 13:01:59
774,INV000774,2013,2024-11-26 4:52:21,123836.27,Overdue,2024-11-26 4:52:21
775,INV000775,3395,2024-09-08 2:26:56,111735.32,Overdue,2024-09-08 2:26:56
776,INV000776,543,2024-07-08 13:43:05,68448.72,Paid,2024-07-08 13:43:05
777,INV000777,1698,2024-11-10 14:17:16,125782.7,Overdue,2024-11-10 14:17:16
778,INV000778,4600,2026-01-05 9:11:18,85036.08,Pending,2026-01-05 9:11:18
779,INV000779,435,2024-10-01 0:18:25,110836.51,Pending,2024-10-01 0:18:25
780,INV000780,2414,2026-01-19 1:33:29,0,Paid,2026-01-19 1:33:29
781,INV000781,1708,2025-12-09 15:07:32,39764.71,Paid,2025-12-09 15:07:32
782,INV000782,963,2025-05-03 12:57:22,335071.34,Partially Paid,2025-05-03 12:57:22
783,INV000783,402,2025-07-04 20:57:01,54179.58,Partially Paid,2025-07-04 20:57:01
784,INV000784,2087,2025-02-23 1:50:58,206738.63,Overdue,2025-02-23 1:50:58
785,INV000785,4765,2025-10-30 14:00:15,86375.82,Paid,2025-10-30 14:00:15
786,INV000786,1650,2026-04-09 2:11:52,20999.14,Overdue,2026-04-09 2:11:52
787,INV000787,4637,2025-07-11 6:01:37,8577.87,Pending,2025-07-11 6:01:37
788,INV000788,2382,2025-01-22 22:24:39,110967.34,Paid,2025-01-22 22:24:39
789,INV000789,3976,2025-10-02 17:15:37,124134.21,Partially Paid,2025-10-02 17:15:37
790,INV000790,1593,2024-06-25 8:38:34,83921.29,Pending,2024-06-25 8:38:34
791,INV000791,2333,2025-04-30 2:04:27,9527.94,Pending,2025-04-30 2:04:27
792,INV000792,348,2024-08-08 10:45:11,80949.58,Partially Paid,2024-08-08 10:45:11
793,INV000793,910,2025-03-05 1:54:06,19888,Pending,2025-03-05 1:54:06
794,INV000794,819,2024-09-17 2:10:01,196539.34,Pending,2024-09-17 2:10:01
795,INV000795,754,2024-06-20 10:49:46,19158.84,Partially Paid,2024-06-20 10:49:46
796,INV000796,139,2026-01-20 11:55:22,84359.81,Partially Paid,2026-01-20 11:55:22
797,INV000797,1543,2025-02-15 20:09:17,35095.26,Pending,2025-02-15 20:09:17
798,INV000798,1801,2024-12-22 3:15:25,34561.86,Paid,2024-12-22 3:15:25
799,INV000799,4327,2025-08-23 6:46:38,61370.51,Partially Paid,2025-08-23 6:46:38
800,INV000800,3780,2025-10-14 14:28:35,107905.25,Paid,2025-10-14 14:28:35
801,INV000801,696,2024-11-22 18:34:15,87197.82,Paid,2024-11-22 18:34:15
802,INV000802,4457,2025-03-16 15:44:08,54017.25,Paid,2025-03-16 15:44:08
803,INV000803,1264,2025-04-10 3:47:49,24909.75,Pending,2025-04-10 3:47:49
804,INV000804,4438,2025-06-15 22:16:14,125722.45,Pending,2025-06-15 22:16:14
805,INV000805,3270,2024-08-06 1:19:15,69621.3,Partially Paid,2024-08-06 1:19:15
806,INV000806,52,2024-10-20 5:37:46,61129.84,Pending,2024-10-20 5:37:46
807,INV000807,2916,2024-07-31 13:18:57,105744.55,Partially Paid,2024-07-31 13:18:57
808,INV000808,4982,2026-05-04 1:08:36,69028.69,Overdue,2026-05-04 1:08:36
809,INV000809,1965,2024-06-12 23:59:09,59096.76,Overdue,2024-06-12 23:59:09
810,INV000810,3466,2025-05-18 19:59:00,31701.85,Overdue,2025-05-18 19:59:00
811,INV000811,2216,2024-11-04 23:44:02,60706.94,Paid,2024-11-04 23:44:02
812,INV000812,570,2026-01-07 22:45:23,45252.46,Pending,2026-01-07 22:45:23
813,INV000813,2857,2025-09-09 15:57:30,16584.42,Overdue,2025-09-09 15:57:30
814,INV000814,3698,2025-09-05 8:09:28,0,Pending,2025-09-05 8:09:28
815,INV000815,4288,2024-07-04 16:31:31,94276.34,Partially Paid,2024-07-04 16:31:31
816,INV000816,2040,2025-05-07 5:37:11,67548.24,Partially Paid,2025-05-07 5:37:11
817,INV000817,1332,2026-04-02 9:42:48,83163.09,Overdue,2026-04-02 9:42:48
818,INV000818,137,2024-12-29 8:08:48,154453.35,Pending,2024-12-29 8:08:48
819,INV000819,1897,2025-07-11 11:19:27,63457.51,Overdue,2025-07-11 11:19:27
820,INV000820,1179,2025-11-06 2:43:50,272909.58,Paid,2025-11-06 2:43:50
821,INV000821,1848,2025-01-25 21:43:05,37578.25,Paid,2025-01-25 21:43:05
822,INV000822,3891,2026-05-01 10:37:45,46778.72,Overdue,2026-05-01 10:37:45
823,INV000823,617,2025-05-13 6:36:28,55486.55,Overdue,2025-05-13 6:36:28
824,INV000824,2628,2025-11-15 8:34:32,53103.74,Paid,2025-11-15 8:34:32
825,INV000825,4975,2025-10-29 17:43:56,63383.12,Paid,2025-10-29 17:43:56
826,INV000826,4928,2024-11-02 22:42:39,7414.88,Paid,2024-11-02 22:42:39
827,INV000827,1567,2025-03-31 4:31:09,88249.79,Overdue,2025-03-31 4:31:09
828,INV000828,3927,2024-10-17 5:40:36,113009.98,Pending,2024-10-17 5:40:36
829,INV000829,4270,2024-09-11 15:32:23,63269.13,Partially Paid,2024-09-11 15:32:23
830,INV000830,1979,2025-09-05 20:38:32,161179.04,Overdue,2025-09-05 20:38:32
831,INV000831,1930,2025-09-17 7:09:42,1066.88,Paid,2025-09-17 7:09:42
832,INV000832,202,2024-12-25 2:40:31,95429.73,Partially Paid,2024-12-25 2:40:31
833,INV000833,3939,2024-05-18 2:53:31,33060.85,Pending,2024-05-18 2:53:31
834,INV000834,1804,2024-08-11 1:10:42,63223.45,Pending,2024-08-11 1:10:42
835,INV000835,4258,2024-06-18 22:29:36,131569.72,Pending,2024-06-18 22:29:36
836,INV000836,3643,2024-12-13 9:48:16,103541.06,Partially Paid,2024-12-13 9:48:16
837,INV000837,2622,2025-11-07 22:59:13,90274.99,Pending,2025-11-07 22:59:13
838,INV000838,2421,2025-09-11 15:36:15,140632.53,Paid,2025-09-11 15:36:15
839,INV000839,1459,2025-08-29 14:33:35,121953.46,Overdue,2025-08-29 14:33:35
840,INV000840,4723,2025-02-17 23:56:23,5854.08,Partially Paid,2025-02-17 23:56:23
841,INV000841,3205,2024-05-24 5:01:35,41455.92,Pending,2024-05-24 5:01:35
842,INV000842,1929,2025-01-28 16:54:37,86761.98,Overdue,2025-01-28 16:54:37
843,INV000843,4488,2025-10-22 12:03:38,6010.7,Overdue,2025-10-22 12:03:38
844,INV000844,2714,2024-10-12 18:02:07,98238.33,Pending,2024-10-12 18:02:07
845,INV000845,223,2025-03-12 17:55:17,16912.91,Paid,2025-03-12 17:55:17
846,INV000846,14,2025-04-23 17:33:20,17925.86,Paid,2025-04-23 17:33:20
847,INV000847,2984,2024-07-27 5:24:47,320845.63,Overdue,2024-07-27 5:24:47
848,INV000848,2481,2024-07-06 16:19:28,39683.79,Overdue,2024-07-06 16:19:28
849,INV000849,4511,2026-03-24 0:14:42,79981.08,Overdue,2026-03-24 0:14:42
850,INV000850,4025,2025-04-03 2:12:18,94933.54,Pending,2025-04-03 2:12:18
851,INV000851,33,2025-12-24 5:10:43,24266.2,Partially Paid,2025-12-24 5:10:43
852,INV000852,2221,2024-05-19 16:47:07,3728.41,Paid,2024-05-19 16:47:07
853,INV000853,3002,2024-08-27 0:22:42,120995.13,Paid,2024-08-27 0:22:42
854,INV000854,4501,2025-01-19 16:25:19,0,Partially Paid,2025-01-19 16:25:19
855,INV000855,115,2025-01-01 17:01:05,70577.72,Pending,2025-01-01 17:01:05
856,INV000856,1104,2025-09-08 14:41:45,147868.83,Pending,2025-09-08 14:41:45
857,INV000857,842,2024-08-07 16:29:34,554.18,Partially Paid,2024-08-07 16:29:34
858,INV000858,3738,2024-06-08 4:14:30,78347.01,Overdue,2024-06-08 4:14:30
859,INV000859,448,2026-02-28 19:34:06,116175.61,Pending,2026-02-28 19:34:06
860,INV000860,2822,2025-09-10 18:18:01,81554.04,Overdue,2025-09-10 18:18:01
861,INV000861,4891,2025-06-26 8:52:26,183284.23,Pending,2025-06-26 8:52:26
862,INV000862,4704,2024-11-18 19:10:48,36288,Paid,2024-11-18 19:10:48
863,INV000863,214,2024-11-23 8:29:10,0,Pending,2024-11-23 8:29:10
864,INV000864,1442,2024-11-11 2:13:42,117958.41,Paid,2024-11-11 2:13:42
865,INV000865,2248,2025-11-22 21:10:56,10979.6,Paid,2025-11-22 21:10:56
866,INV000866,428,2025-07-02 2:55:09,153317.7,Pending,2025-07-02 2:55:09
867,INV000867,3988,2024-06-18 2:11:18,41145.93,Pending,2024-06-18 2:11:18
868,INV000868,4164,2024-10-24 8:40:07,38565.45,Paid,2024-10-24 8:40:07
869,INV000869,449,2026-02-19 0:54:31,13052.49,Pending,2026-02-19 0:54:31
870,INV000870,4895,2024-07-14 0:07:52,69592.18,Partially Paid,2024-07-14 0:07:52
871,INV000871,1412,2025-09-27 18:19:05,142353.88,Overdue,2025-09-27 18:19:05
872,INV000872,3671,2025-10-21 23:01:25,119041.35,Overdue,2025-10-21 23:01:25
873,INV000873,2927,2025-05-13 23:35:15,11165.06,Paid,2025-05-13 23:35:15
874,INV000874,1276,2025-05-13 1:22:08,91803.12,Partially Paid,2025-05-13 1:22:08
875,INV000875,1759,2025-04-22 2:43:04,11565.68,Partially Paid,2025-04-22 2:43:04
876,INV000876,458,2025-04-05 15:06:19,78317.45,Paid,2025-04-05 15:06:19
877,INV000877,4046,2024-07-03 11:49:48,25666.05,Partially Paid,2024-07-03 11:49:48
878,INV000878,1734,2024-12-12 8:11:18,32722.22,Pending,2024-12-12 8:11:18
879,INV000879,190,2025-09-20 14:42:29,138793.89,Pending,2025-09-20 14:42:29
880,INV000880,1298,2024-12-27 21:01:57,30711.75,Overdue,2024-12-27 21:01:57
881,INV000881,848,2025-07-10 14:47:14,7652.4,Partially Paid,2025-07-10 14:47:14
882,INV000882,3172,2025-01-30 0:44:31,210403.62,Partially Paid,2025-01-30 0:44:31
883,INV000883,3580,2024-06-08 6:54:47,57755.06,Pending,2024-06-08 6:54:47
884,INV000884,968,2025-04-04 19:03:26,0,Pending,2025-04-04 19:03:26
885,INV000885,4007,2026-03-12 18:23:00,35129.5,Overdue,2026-03-12 18:23:00
886,INV000886,3424,2024-12-07 12:58:16,120616.26,Pending,2024-12-07 12:58:16
887,INV000887,809,2025-07-16 5:00:45,48107.29,Pending,2025-07-16 5:00:45
888,INV000888,1754,2025-04-19 12:01:19,98921.38,Overdue,2025-04-19 12:01:19
889,INV000889,2986,2024-12-28 15:31:26,30823.25,Overdue,2024-12-28 15:31:26
890,INV000890,4602,2025-01-14 15:51:02,106433.99,Pending,2025-01-14 15:51:02
891,INV000891,3011,2025-05-17 19:08:54,117621.55,Partially Paid,2025-05-17 19:08:54
892,INV000892,2871,2024-09-30 18:44:19,77376.07,Partially Paid,2024-09-30 18:44:19
893,INV000893,1308,2026-05-02 5:29:36,18750.24,Paid,2026-05-02 5:29:36
894,INV000894,4752,2025-02-19 5:17:43,143025.88,Pending,2025-02-19 5:17:43
895,INV000895,4899,2024-12-29 18:48:11,117067.24,Overdue,2024-12-29 18:48:11
896,INV000896,4901,2025-07-20 15:11:26,30276.27,Paid,2025-07-20 15:11:26
897,INV000897,4780,2024-09-09 23:32:05,33533.65,Overdue,2024-09-09 23:32:05
898,INV000898,2433,2024-11-11 4:07:46,99883.86,Paid,2024-11-11 4:07:46
899,INV000899,2446,2024-07-02 10:26:51,53505.4,Partially Paid,2024-07-02 10:26:51
900,INV000900,2986,2026-03-06 12:15:50,30823.25,Pending,2026-03-06 12:15:50
901,INV000901,3597,2026-02-17 15:54:39,239698.65,Partially Paid,2026-02-17 15:54:39
902,INV000902,1606,2025-03-30 1:50:31,32305.36,Partially Paid,2025-03-30 1:50:31
903,INV000903,4552,2024-11-22 19:44:29,66549,Pending,2024-11-22 19:44:29
904,INV000904,2858,2024-07-26 6:04:19,227356.26,Partially Paid,2024-07-26 6:04:19
905,INV000905,2393,2024-06-22 2:07:36,106836.2,Overdue,2024-06-22 2:07:36
906,INV000906,4452,2025-11-25 18:39:24,43808.77,Partially Paid,2025-11-25 18:39:24
907,INV000907,2554,2025-09-13 13:27:40,74817.2,Partially Paid,2025-09-13 13:27:40
908,INV000908,3580,2024-06-12 22:25:38,57755.06,Partially Paid,2024-06-12 22:25:38
909,INV000909,4781,2025-04-22 4:25:15,60147.71,Overdue,2025-04-22 4:25:15
910,INV000910,2649,2026-02-19 9:33:00,29976.28,Partially Paid,2026-02-19 9:33:00
911,INV000911,3983,2026-04-03 20:07:47,97928.6,Paid,2026-04-03 20:07:47
912,INV000912,2635,2025-02-08 0:32:56,69619.17,Paid,2025-02-08 0:32:56
913,INV000913,4594,2026-04-28 14:33:09,99428.42,Partially Paid,2026-04-28 14:33:09
914,INV000914,2993,2026-04-08 10:07:04,85081.14,Paid,2026-04-08 10:07:04
915,INV000915,3247,2025-07-09 9:22:29,83433.48,Partially Paid,2025-07-09 9:22:29
916,INV000916,4908,2025-10-26 23:11:34,93308.29,Partially Paid,2025-10-26 23:11:34
917,INV000917,2295,2025-09-24 1:12:44,29516.73,Overdue,2025-09-24 1:12:44
918,INV000918,546,2025-02-11 4:21:27,62203.82,Paid,2025-02-11 4:21:27
919,INV000919,3065,2024-09-28 8:09:16,108528.16,Paid,2024-09-28 8:09:16
920,INV000920,2565,2025-08-26 18:24:45,126970.16,Pending,2025-08-26 18:24:45
921,INV000921,2715,2026-03-22 6:35:50,73197.56,Partially Paid,2026-03-22 6:35:50
922,INV000922,4122,2025-09-25 20:10:20,82457.85,Partially Paid,2025-09-25 20:10:20
923,INV000923,23,2024-08-04 9:06:53,34999.89,Overdue,2024-08-04 9:06:53
924,INV000924,1358,2025-11-15 4:25:09,64023.6,Partially Paid,2025-11-15 4:25:09
925,INV000925,2150,2025-11-16 10:56:11,155742.46,Partially Paid,2025-11-16 10:56:11
926,INV000926,4093,2025-11-02 22:31:19,79682.84,Overdue,2025-11-02 22:31:19
927,INV000927,380,2024-07-23 9:01:29,86573.2,Paid,2024-07-23 9:01:29
928,INV000928,2453,2025-08-31 3:46:01,25174.94,Partially Paid,2025-08-31 3:46:01
929,INV000929,3337,2025-03-12 14:58:24,61418.16,Paid,2025-03-12 14:58:24
930,INV000930,3193,2024-09-11 18:50:40,31929.85,Pending,2024-09-11 18:50:40
931,INV000931,4156,2024-10-08 16:40:12,79615.9,Pending,2024-10-08 16:40:12
932,INV000932,4134,2025-06-04 2:11:49,8660.85,Overdue,2025-06-04 2:11:49
933,INV000933,260,2026-03-27 23:20:34,0,Overdue,2026-03-27 23:20:34
934,INV000934,838,2025-05-01 13:29:48,8241.72,Partially Paid,2025-05-01 13:29:48
935,INV000935,1166,2025-12-30 13:35:30,103776.01,Partially Paid,2025-12-30 13:35:30
936,INV000936,2706,2024-05-20 18:49:51,115128.28,Paid,2024-05-20 18:49:51
937,INV000937,1334,2024-07-30 0:17:32,73641.58,Paid,2024-07-30 0:17:32
938,INV000938,1294,2024-08-25 7:29:53,143669.23,Pending,2024-08-25 7:29:53
939,INV000939,2742,2025-02-20 11:01:13,102245.3,Pending,2025-02-20 11:01:13
940,INV000940,901,2026-04-27 1:47:01,44451.76,Pending,2026-04-27 1:47:01
941,INV000941,1837,2025-07-10 8:53:58,145844.57,Paid,2025-07-10 8:53:58
942,INV000942,1430,2025-07-30 8:41:59,64799.48,Overdue,2025-07-30 8:41:59
943,INV000943,2175,2024-08-08 19:42:17,102638.09,Partially Paid,2024-08-08 19:42:17
944,INV000944,1102,2025-03-30 17:35:51,61374.33,Partially Paid,2025-03-30 17:35:51
945,INV000945,3097,2024-11-03 11:52:10,73281.77,Pending,2024-11-03 11:52:10
946,INV000946,2656,2025-07-12 10:17:18,21434.21,Paid,2025-07-12 10:17:18
947,INV000947,2406,2024-05-15 2:06:06,56509.16,Partially Paid,2024-05-15 2:06:06
948,INV000948,2160,2024-06-01 5:55:43,35916.94,Partially Paid,2024-06-01 5:55:43
949,INV000949,751,2025-04-05 4:02:10,108081.07,Overdue,2025-04-05 4:02:10
950,INV000950,800,2026-04-13 13:26:56,8115.2,Pending,2026-04-13 13:26:56
951,INV000951,4894,2025-03-31 11:33:23,28444.57,Overdue,2025-03-31 11:33:23
952,INV000952,2260,2024-09-01 0:27:24,188026.67,Overdue,2024-09-01 0:27:24
953,INV000953,4591,2026-03-18 23:13:58,59012.53,Pending,2026-03-18 23:13:58
954,INV000954,4475,2025-02-28 1:10:35,30859.76,Overdue,2025-02-28 1:10:35
955,INV000955,1832,2024-08-10 22:42:07,66609.24,Pending,2024-08-10 22:42:07
956,INV000956,2716,2024-10-13 7:23:46,117185.38,Overdue,2024-10-13 7:23:46
957,INV000957,4674,2025-11-01 7:35:52,0,Paid,2025-11-01 7:35:52
958,INV000958,3550,2024-06-24 15:53:34,10686.84,Overdue,2024-06-24 15:53:34
959,INV000959,1826,2025-09-25 6:24:14,58754.74,Overdue,2025-09-25 6:24:14
960,INV000960,4916,2025-08-30 17:38:26,230390.51,Overdue,2025-08-30 17:38:26
961,INV000961,1173,2025-12-12 3:24:55,1033.98,Pending,2025-12-12 3:24:55
962,INV000962,4507,2025-03-15 9:50:20,147516.77,Partially Paid,2025-03-15 9:50:20
963,INV000963,2636,2026-05-09 10:39:00,257185.99,Paid,2026-05-09 10:39:00
