sales_order_item_id,sales_order_id,product_id,quantity,unit_price,line_amount,created_date
3353,3693,183,19,3839.07,72942.33,2024-08-07 23:47:12
3354,3406,130,13,2229.03,28977.39,2024-12-29 9:16:28
3355,4426,8,2,1660.65,3321.3,2026-05-01 17:30:26
3356,4524,167,11,4038.03,44418.33,2025-11-28 13:01:52
3357,1154,146,9,226.39,2037.51,2025-02-22 18:12:46
3358,3125,193,19,4223.98,80255.62,2025-06-05 1:18:24
3359,411,40,3,3022.53,9067.59,2026-04-10 1:09:47
3360,3992,113,10,712.38,7123.8,2026-04-24 12:43:53
3361,528,120,9,1646.75,14820.75,2024-10-11 19:57:29
3362,1543,10,10,1584.58,15845.8,2024-08-17 22:45:24
3363,1703,82,2,3425.15,6850.3,2024-08-18 8:44:03
3364,1272,59,18,3242.07,58357.26,2025-10-22 1:22:19
3365,3004,13,6,1488.27,8929.62,2026-01-21 10:01:02
3366,1327,144,20,2386.47,47729.4,2025-09-09 17:10:21
3367,2297,109,13,4383.54,56986.02,2025-01-24 22:06:42
3368,2772,47,15,1655.72,24835.8,2025-03-02 1:02:03
3369,2759,187,6,4310.2,25861.2,2025-11-20 3:19:28
3370,1630,52,5,1815.28,9076.4,2024-10-26 23:19:39
3371,4263,40,20,3022.53,60450.6,2025-01-14 19:19:45
3372,1916,3,5,3603.17,18015.85,2024-11-09 14:36:05
3373,134,35,11,4134.89,45483.79,2026-04-01 23:50:15
3374,3288,147,4,4820.49,19281.96,2025-12-31 4:30:55
3375,1766,53,1,3802.35,3802.35,2024-07-09 22:58:30
3376,1882,6,8,1224.09,9792.72,2026-04-08 16:54:19
3377,1617,65,14,1343.19,18804.66,2025-12-15 3:35:07
3378,3838,113,3,712.38,2137.14,2024-07-13 9:32:33
3379,1007,172,14,3707.44,51904.16,2025-01-03 23:58:59
3380,3738,94,1,4726.73,4726.73,2026-01-10 1:50:17
3381,3585,110,5,4568.3,22841.5,2025-09-24 12:09:15
3382,3919,157,20,1569.49,31389.8,2025-02-07 8:28:52
3383,2846,193,11,4223.98,46463.78,2025-06-21 2:27:15
3384,2041,192,2,2305.88,4611.76,2024-07-04 20:11:49
3385,1422,72,12,3964.04,47568.48,2025-05-29 1:17:29
3386,1726,15,3,4871.73,14615.19,2024-05-21 15:50:13
3387,1418,60,19,1466.39,27861.41,2026-02-25 5:39:36
3388,4556,198,9,4791.53,43123.77,2026-03-20 2:07:29
3389,3995,44,8,915.63,7325.04,2025-05-19 3:48:03
3390,238,56,9,3048.27,27434.43,2025-04-07 19:48:51
3391,1080,12,5,4883.27,24416.35,2025-07-18 22:25:55
3392,4426,76,15,2055.79,30836.85,2024-09-26 13:27:29
3393,558,149,1,4549.41,4549.41,2025-03-18 16:49:00
3394,745,117,6,3747.57,22485.42,2025-04-02 10:56:42
3395,1339,170,5,1761.61,8808.05,2025-01-08 23:44:02
3396,2398,14,12,80.6,967.2,2025-08-02 4:47:48
3397,480,113,14,712.38,9973.32,2024-07-11 21:28:17
3398,2122,170,18,1761.61,31708.98,2024-05-30 1:10:12
3399,3790,187,4,4310.2,17240.8,2024-12-31 7:03:30
3400,3902,165,16,2416.13,38658.08,2025-05-09 4:17:44
3401,2631,67,14,2238.27,31335.78,2026-05-11 8:19:34
3402,868,160,20,3725.5,74510,2025-04-14 12:02:28
3403,1499,68,2,2764.07,5528.14,2025-12-29 14:00:50
3404,3165,93,18,3391.28,61043.04,2025-04-20 19:42:27
3405,1863,138,15,3945.33,59179.95,2024-09-07 15:34:28
3406,1263,174,16,1711.07,27377.12,2026-05-10 18:09:56
3407,1216,87,17,2159.13,36705.21,2025-09-09 11:09:44
3408,526,47,5,1655.72,8278.6,2026-01-04 20:56:03
3409,2595,154,2,3258.07,6516.14,2025-12-16 3:55:12
3410,4792,177,11,1367.79,15045.69,2025-10-17 2:37:58
3411,3157,101,18,3728.41,67111.38,2024-12-22 0:34:28
3412,2309,183,9,3839.07,34551.63,2024-08-11 11:59:27
3413,4155,186,5,1158.25,5791.25,2025-06-11 18:51:54
3414,2027,125,8,686.96,5495.68,2025-04-19 9:57:05
3415,1538,116,19,2687.5,51062.5,2024-09-02 5:40:29
3416,626,48,4,4726.52,18906.08,2024-12-02 2:35:41
3417,1065,22,3,601.07,1803.21,2025-09-09 4:04:36
3418,387,31,17,1447.64,24609.88,2025-11-22 4:28:00
3419,3752,132,2,1799.78,3599.56,2024-10-12 19:33:42
3420,1931,179,12,577.95,6935.4,2025-08-11 9:38:04
3421,4529,107,20,459.77,9195.4,2024-12-09 13:23:48
3422,410,172,3,3707.44,11122.32,2025-03-03 11:30:16
3423,3723,13,16,1488.27,23812.32,2025-04-05 18:02:31
3424,2387,178,2,2215.8,4431.6,2026-01-17 1:29:00
3425,1848,154,5,3258.07,16290.35,2025-10-06 23:33:17
3426,2888,27,19,3131.32,59495.08,2025-08-13 23:19:31
3427,2063,178,12,2215.8,26589.6,2025-02-03 20:12:54
3428,1460,154,11,3258.07,35838.77,2026-04-18 9:53:19
3429,897,127,4,3635.73,14542.92,2025-04-03 20:45:28
3430,1415,45,5,4845.59,24227.95,2024-10-30 6:09:14
3431,4033,100,9,3893.77,35043.93,2025-04-04 0:20:52
3432,2047,57,18,1560.64,28091.52,2024-08-19 0:22:32
3433,3723,47,6,1655.72,9934.32,2025-06-20 2:27:47
3434,176,93,10,3391.28,33912.8,2025-11-24 18:12:28
3435,1226,37,4,2348.8,9395.2,2026-02-27 14:22:04
3436,3078,46,13,1673.21,21751.73,2025-12-20 23:13:40
3437,2626,176,9,786.34,7077.06,2025-05-10 12:50:07
3438,4843,166,13,1844.13,23973.69,2025-07-07 13:51:44
3439,1576,50,1,4325.9,4325.9,2025-10-07 18:06:12
3440,4421,51,7,2315.26,16206.82,2025-06-08 2:01:09
3441,2375,76,10,2055.79,20557.9,2025-03-20 3:17:34
3442,3628,5,10,474.34,4743.4,2024-08-11 2:04:11
3443,4115,133,16,4841.35,77461.6,2025-02-26 4:24:51
3444,4167,154,19,3258.07,61903.33,2024-12-18 16:54:03
3445,2709,4,9,3456.14,31105.26,2024-09-03 4:54:26
3446,3807,6,6,1224.09,7344.54,2024-12-24 12:54:25
3447,85,96,20,1004.09,20081.8,2025-06-07 22:45:10
3448,3093,197,17,977.58,16618.86,2026-04-19 11:07:15
3449,2862,19,20,579.29,11585.8,2025-12-02 20:52:23
3450,2566,49,15,1579.44,23691.6,2025-12-03 9:55:04
3451,4071,66,20,1499.79,29995.8,2025-06-25 1:26:36
3452,1489,102,14,3039.25,42549.5,2025-06-27 19:52:32
3453,1714,41,20,4809.94,96198.8,2024-07-27 23:17:41
3454,2594,107,8,459.77,3678.16,2025-05-06 10:35:42
3455,2196,48,15,4726.52,70897.8,2025-02-10 18:42:04
3456,4080,122,11,1517.93,16697.23,2025-09-14 16:07:32
3457,1397,41,12,4809.94,57719.28,2025-08-19 13:06:54
3458,4647,40,1,3022.53,3022.53,2024-11-10 4:32:37
3459,3428,21,13,4057.6,52748.8,2026-01-24 9:54:10
3460,2862,139,3,4937.76,14813.28,2025-12-08 22:07:02
3461,1162,155,5,4441.57,22207.85,2024-09-15 1:28:00
3462,228,168,12,4149.01,49788.12,2026-04-06 3:03:16
3463,4692,186,6,1158.25,6949.5,2026-01-28 3:27:34
3464,1237,152,10,2657.48,26574.8,2026-03-14 17:51:44
3465,959,19,11,579.29,6372.19,2024-12-16 23:11:14
3466,3363,56,2,3048.27,6096.54,2024-07-20 1:26:57
3467,1243,152,11,2657.48,29232.28,2025-10-30 15:11:08
3468,2588,194,19,2008.24,38156.56,2025-04-20 15:29:11
3469,3296,60,14,1466.39,20529.46,2024-06-13 1:36:06
3470,2002,119,5,1176.77,5883.85,2025-10-15 11:35:42
3471,3348,45,20,4845.59,96911.8,2025-02-04 21:35:21
3472,2431,171,6,2835.94,17015.64,2024-09-04 21:11:36
3473,351,111,13,4837.25,62884.25,2025-07-02 3:59:54
3474,623,86,9,3982.76,35844.84,2025-11-04 22:32:47
3475,4214,7,18,2659.3,47867.4,2025-05-20 15:00:14
3476,2783,25,7,4950.26,34651.82,2024-07-06 14:36:32
3477,1678,186,4,1158.25,4633,2025-02-12 11:31:47
3478,1828,168,18,4149.01,74682.18,2025-10-02 21:47:38
3479,332,12,9,4883.27,43949.43,2026-02-13 23:35:26
3480,4702,137,8,4067.13,32537.04,2024-10-03 9:45:14
3481,1287,17,3,2874.58,8623.74,2025-10-07 7:32:15
3482,1449,39,4,2994.2,11976.8,2025-08-14 10:14:42
3483,1417,20,12,379.67,4556.04,2025-03-24 10:48:37
3484,2426,131,4,505.78,2023.12,2024-09-11 16:32:51
3485,3052,138,5,3945.33,19726.65,2025-07-13 0:23:16
3486,3568,140,14,558.53,7819.42,2025-12-14 10:13:20
3487,4390,128,13,4170.13,54211.69,2025-10-24 2:45:03
3488,2441,3,4,3603.17,14412.68,2025-07-29 2:00:52
3489,4775,29,17,791.1,13448.7,2025-01-08 14:28:28
3490,2677,68,18,2764.07,49753.26,2025-04-13 1:11:54
3491,4402,15,13,4871.73,63332.49,2024-09-18 17:14:23
3492,2534,79,5,4263.18,21315.9,2026-04-18 3:21:23
3493,8,11,13,3695.64,48043.32,2026-02-05 22:40:31
3494,1456,146,17,226.39,3848.63,2025-01-24 14:08:16
3495,4079,114,17,3623.84,61605.28,2024-09-12 23:24:04
3496,3936,63,11,2546.12,28007.32,2025-09-05 8:58:45
3497,4267,84,13,3522.42,45791.46,2026-03-18 2:12:19
3498,3291,73,13,639.97,8319.61,2024-06-08 17:51:01
3499,2547,199,4,740.76,2963.04,2024-09-26 11:04:04
3500,4881,112,5,4023.12,20115.6,2025-08-12 8:39:24
3501,1784,76,6,2055.79,12334.74,2024-12-18 4:08:56
3502,916,157,5,1569.49,7847.45,2025-05-31 9:13:42
3503,3573,38,6,4713.95,28283.7,2024-09-24 16:14:05
3504,616,50,6,4325.9,25955.4,2025-09-02 10:59:30
3505,141,79,3,4263.18,12789.54,2024-06-06 23:22:50
3506,373,73,6,639.97,3839.82,2025-05-16 22:34:14
3507,2073,137,7,4067.13,28469.91,2025-08-18 11:50:27
3508,924,73,16,639.97,10239.52,2025-08-05 10:46:17
3509,4187,146,4,226.39,905.56,2024-12-31 16:31:44
3510,738,121,20,3180.67,63613.4,2025-01-03 15:40:09
3511,3658,40,14,3022.53,42315.42,2024-07-30 4:02:08
3512,4818,157,20,1569.49,31389.8,2024-09-13 16:51:54
3513,2275,148,17,2137.11,36330.87,2025-09-23 0:21:54
3514,791,167,6,4038.03,24228.18,2025-08-25 6:09:45
3515,4209,179,7,577.95,4045.65,2024-05-21 8:01:28
3516,909,189,18,2883.04,51894.72,2025-01-03 5:59:55
3517,164,15,8,4871.73,38973.84,2025-09-04 9:02:06
3518,3539,109,14,4383.54,61369.56,2025-07-09 5:22:03
3519,172,189,6,2883.04,17298.24,2025-06-10 7:41:40
3520,18,16,1,3192.97,3192.97,2025-10-02 2:49:21
3521,2850,51,6,2315.26,13891.56,2025-11-18 1:50:23
3522,4418,87,7,2159.13,15113.91,2026-01-01 6:38:30
3523,4457,102,7,3039.25,21274.75,2026-01-06 16:51:52
3524,790,1,11,3508.91,38598.01,2024-09-10 21:33:35
3525,381,84,6,3522.42,21134.52,2025-09-10 3:09:12
3526,2214,63,17,2546.12,43284.04,2026-01-31 15:56:30
3527,1925,141,1,1797.63,1797.63,2025-09-11 0:42:53
3528,2911,142,6,88.75,532.5,2024-12-05 7:43:58
3529,3424,158,6,3437.24,20623.44,2025-08-09 17:04:45
3530,4625,197,20,977.58,19551.6,2024-08-25 6:45:55
3531,512,16,15,3192.97,47894.55,2025-01-27 14:55:40
3532,3262,137,14,4067.13,56939.82,2024-09-10 23:05:14
3533,1344,118,14,4113.86,57594.04,2026-03-17 17:25:28
3534,2000,59,6,3242.07,19452.42,2025-04-09 16:57:15
3535,4554,53,17,3802.35,64639.95,2025-06-30 12:33:26
3536,4993,99,7,1985.07,13895.49,2025-03-16 3:56:24
3537,1758,124,14,589.44,8252.16,2025-11-10 18:27:02
3538,683,130,11,2229.03,24519.33,2025-08-31 2:46:37
3539,935,162,18,2059.94,37078.92,2025-07-06 8:00:25
3540,3298,46,13,1673.21,21751.73,2025-08-08 23:12:21
3541,3727,27,8,3131.32,25050.56,2024-09-12 0:02:06
3542,3556,142,10,88.75,887.5,2025-04-12 17:44:50
3543,891,1,3,3508.91,10526.73,2025-05-07 20:28:35
3544,1556,40,17,3022.53,51383.01,2024-08-08 8:31:00
3545,1285,52,8,1815.28,14522.24,2025-08-21 17:25:08
3546,4988,40,4,3022.53,12090.12,2026-03-28 22:43:16
3547,4429,131,8,505.78,4046.24,2025-04-18 14:47:15
3548,2862,48,15,4726.52,70897.8,2025-10-21 4:06:39
3549,4916,187,3,4310.2,12930.6,2026-01-30 1:06:42
3550,4329,123,11,236.28,2599.08,2025-06-24 16:27:42
3551,163,104,16,3839.68,61434.88,2025-05-29 19:11:24
3552,4039,99,4,1985.07,7940.28,2026-04-16 13:14:03
3553,356,109,12,4383.54,52602.48,2025-09-26 14:34:18
3554,4768,43,1,2357.8,2357.8,2025-07-25 21:48:15
3555,4410,134,4,1068.41,4273.64,2025-10-13 17:17:07
3556,2183,64,3,1388.47,4165.41,2026-04-08 1:00:23
3557,1044,120,20,1646.75,32935,2025-07-13 16:47:16
3558,3643,105,4,4517.98,18071.92,2026-03-16 22:56:34
3559,3774,129,4,173.25,693,2024-12-29 12:15:50
3560,2887,152,14,2657.48,37204.72,2025-11-14 7:17:03
3561,4748,137,8,4067.13,32537.04,2026-02-02 16:25:12
3562,4433,178,10,2215.8,22158,2025-08-13 21:48:28
3563,2867,170,16,1761.61,28185.76,2025-08-04 17:00:48
3564,1460,189,1,2883.04,2883.04,2026-02-04 13:10:37
3565,1235,180,13,3394.31,44126.03,2026-05-04 5:16:29
3566,3088,95,13,3454.66,44910.58,2025-11-27 17:32:57
3567,4374,99,6,1985.07,11910.42,2025-12-13 18:33:28
3568,2900,148,4,2137.11,8548.44,2025-10-02 19:32:08
3569,1134,83,15,460.99,6914.85,2025-05-02 7:46:55
3570,1673,79,20,4263.18,85263.6,2025-08-13 3:48:39
3571,4156,152,19,2657.48,50492.12,2026-04-01 23:00:01
3572,1332,88,11,2833.98,31173.78,2024-05-15 0:25:08
3573,1832,155,9,4441.57,39974.13,2024-08-14 16:10:12
3574,3565,161,1,2786.29,2786.29,2024-05-25 12:25:03
3575,3641,189,10,2883.04,28830.4,2026-01-31 9:06:00
3576,1119,149,20,4549.41,90988.2,2026-05-01 17:50:27
3577,185,114,9,3623.84,32614.56,2026-03-03 6:29:48
3578,3893,37,20,2348.8,46976,2025-02-06 23:41:06
3579,3376,109,19,4383.54,83287.26,2024-06-06 5:57:26
3580,2495,17,15,2874.58,43118.7,2025-07-08 19:51:37
3581,4703,159,13,4160.54,54087.02,2025-09-30 15:56:54
3582,3969,6,18,1224.09,22033.62,2024-08-23 10:07:25
3583,32,142,20,88.75,1775,2025-09-26 7:39:56
3584,3747,79,16,4263.18,68210.88,2025-03-06 10:58:32
3585,2089,144,12,2386.47,28637.64,2025-04-13 3:40:56
3586,4678,73,13,639.97,8319.61,2025-07-10 16:04:48
3587,2260,20,17,379.67,6454.39,2025-08-17 7:02:39
3588,1586,156,17,1999.66,33994.22,2025-07-16 7:38:42
3589,2477,29,14,791.1,11075.4,2025-05-09 12:46:27
3590,3786,63,10,2546.12,25461.2,2024-07-11 17:52:52
3591,3755,133,11,4841.35,53254.85,2024-09-11 21:44:56
3592,1690,103,19,958.76,18216.44,2025-11-06 12:51:10
3593,4395,137,4,4067.13,16268.52,2026-02-09 7:14:08
3594,3120,75,19,4553.1,86508.9,2025-03-22 6:25:40
3595,4373,8,9,1660.65,14945.85,2025-07-05 4:20:01
3596,2376,81,1,189.14,189.14,2025-12-25 6:50:13
3597,4956,43,17,2357.8,40082.6,2026-03-02 11:19:33
3598,3232,3,11,3603.17,39634.87,2025-12-11 11:53:47
3599,1401,31,2,1447.64,2895.28,2025-02-07 10:16:09
3600,1344,103,5,958.76,4793.8,2024-11-23 21:25:19
3601,3758,11,13,3695.64,48043.32,2025-10-02 6:09:27
3602,3279,75,18,4553.1,81955.8,2025-01-20 15:03:44
3603,4931,16,1,3192.97,3192.97,2025-02-17 23:15:10
3604,4460,46,9,1673.21,15058.89,2024-08-21 4:39:58
3605,4380,65,12,1343.19,16118.28,2025-07-08 22:37:46
3606,4261,27,8,3131.32,25050.56,2025-07-01 10:46:16
3607,5,143,18,3711.17,66801.06,2025-01-07 9:13:39
3608,4696,143,7,3711.17,25978.19,2024-06-10 20:23:48
3609,338,85,16,3473.07,55569.12,2025-10-15 2:08:40
3610,2500,171,18,2835.94,51046.92,2024-12-28 9:45:11
3611,4515,61,20,4901.42,98028.4,2026-01-11 7:05:35
3612,4875,189,16,2883.04,46128.64,2025-09-13 0:26:55
3613,2146,191,4,4831.34,19325.36,2025-07-16 20:29:22
3614,4533,89,14,404.05,5656.7,2024-09-15 11:58:29
3615,1938,4,5,3456.14,17280.7,2025-01-20 9:40:55
3616,3663,95,1,3454.66,3454.66,2024-06-10 14:43:51
3617,388,1,7,3508.91,24562.37,2024-09-24 0:17:04
3618,377,174,12,1711.07,20532.84,2024-05-23 3:31:31
3619,3198,195,13,3731.57,48510.41,2024-12-25 12:01:10
3620,835,152,20,2657.48,53149.6,2026-02-10 16:22:22
3621,2916,166,7,1844.13,12908.91,2024-10-19 1:30:16
3622,142,92,13,56.89,739.57,2025-08-28 14:01:27
3623,2399,25,18,4950.26,89104.68,2026-01-03 4:30:01
3624,2139,197,19,977.58,18574.02,2024-05-28 4:59:12
3625,1570,113,18,712.38,12822.84,2024-08-05 23:23:50
3626,2411,111,15,4837.25,72558.75,2026-02-18 10:40:11
3627,4666,14,17,80.6,1370.2,2025-08-19 19:23:58
3628,3931,185,1,886.72,886.72,2025-11-03 23:41:51
3629,970,136,16,1033.98,16543.68,2024-11-08 16:29:58
3630,1328,107,2,459.77,919.54,2025-12-04 17:18:49
3631,256,29,7,791.1,5537.7,2025-12-11 1:51:30
3632,3504,96,4,1004.09,4016.36,2024-06-26 14:12:30
3633,390,60,9,1466.39,13197.51,2026-03-19 9:45:17
3634,2422,78,9,3466.6,31199.4,2025-11-18 12:37:46
3635,1078,154,20,3258.07,65161.4,2024-05-25 17:41:12
3636,355,101,16,3728.41,59654.56,2026-04-27 4:23:29
3637,2247,171,11,2835.94,31195.34,2025-09-10 19:12:03
3638,3457,144,13,2386.47,31024.11,2026-01-14 21:59:54
3639,3066,43,10,2357.8,23578,2025-08-19 10:43:16
3640,317,97,5,542.2,2711,2025-04-06 0:34:01
3641,1033,30,11,2973.12,32704.32,2026-02-24 15:04:52
3642,2820,157,20,1569.49,31389.8,2024-12-08 8:18:30
3643,3574,123,5,236.28,1181.4,2024-06-14 12:25:57
3644,2584,109,6,4383.54,26301.24,2024-11-29 12:09:27
3645,1510,47,4,1655.72,6622.88,2026-04-09 7:14:51
3646,4989,3,11,3603.17,39634.87,2024-08-16 5:40:57
3647,1933,56,10,3048.27,30482.7,2025-10-27 6:21:05
3648,3602,8,9,1660.65,14945.85,2025-05-06 6:25:24
3649,4088,79,16,4263.18,68210.88,2025-10-22 20:53:03
3650,3186,78,18,3466.6,62398.8,2025-04-09 17:29:35
3651,2364,176,11,786.34,8649.74,2025-07-06 20:18:23
3652,3051,153,8,2156.69,17253.52,2024-08-09 17:27:29
3653,4922,112,11,4023.12,44254.32,2025-05-05 21:53:28
3654,1399,25,8,4950.26,39602.08,2024-07-16 8:38:39
3655,4378,58,11,475.11,5226.21,2025-10-04 2:15:27
3656,51,126,3,4747.41,14242.23,2025-03-17 22:42:48
3657,1124,74,11,4372.21,48094.31,2024-12-04 21:00:29
3658,2849,56,4,3048.27,12193.08,2025-08-28 23:09:07
3659,1362,180,20,3394.31,67886.2,2025-07-29 4:10:29
3660,462,1,8,3508.91,28071.28,2024-11-13 1:08:39
3661,3231,33,6,3941.26,23647.56,2025-04-05 0:20:06
3662,749,18,16,1710.12,27361.92,2025-10-31 1:42:39
3663,1941,200,5,772.82,3864.1,2025-12-14 6:37:30
3664,3796,127,6,3635.73,21814.38,2024-06-07 8:18:03
3665,3487,198,9,4791.53,43123.77,2025-02-11 13:08:52
3666,4392,165,18,2416.13,43490.34,2025-01-25 0:32:07
3667,2019,159,12,4160.54,49926.48,2026-05-03 8:41:25
3668,4553,83,11,460.99,5070.89,2026-02-06 8:43:50
3669,4540,84,6,3522.42,21134.52,2025-01-13 3:53:40
3670,1483,150,10,1617.34,16173.4,2025-03-12 18:58:17
3671,1396,175,12,1628.67,19544.04,2025-01-25 18:28:13
3672,1147,183,11,3839.07,42229.77,2024-06-21 23:30:53
3673,831,104,4,3839.68,15358.72,2026-05-09 6:24:39
3674,4116,84,16,3522.42,56358.72,2025-08-24 9:24:15
3675,3017,158,3,3437.24,10311.72,2025-05-23 4:32:41
3676,3676,18,2,1710.12,3420.24,2024-08-11 6:05:21
3677,2753,14,17,80.6,1370.2,2024-09-12 7:50:48
3678,387,93,10,3391.28,33912.8,2024-10-15 2:25:18
3679,4910,24,9,1908.09,17172.81,2024-11-24 1:23:01
3680,3672,117,10,3747.57,37475.7,2025-10-20 21:02:49
3681,2206,121,8,3180.67,25445.36,2025-10-01 12:49:20
3682,3000,164,7,1764.71,12352.97,2024-11-27 1:06:49
3683,2922,198,5,4791.53,23957.65,2025-12-06 18:46:03
3684,2438,113,17,712.38,12110.46,2025-03-20 19:07:46
3685,2424,29,15,791.1,11866.5,2026-02-22 12:54:07
3686,976,92,19,56.89,1080.91,2025-03-21 10:28:59
3687,2460,180,19,3394.31,64491.89,2024-11-07 9:20:24
3688,3764,52,9,1815.28,16337.52,2024-07-02 10:45:10
3689,2371,155,7,4441.57,31090.99,2024-12-13 17:58:47
3690,301,86,8,3982.76,31862.08,2026-04-14 11:30:39
3691,4001,131,18,505.78,9104.04,2024-09-24 8:38:32
3692,249,57,7,1560.64,10924.48,2024-11-04 7:29:31
3693,1023,136,7,1033.98,7237.86,2026-02-22 10:54:38
3694,3452,22,3,601.07,1803.21,2026-04-24 17:20:34
3695,1647,62,17,731.76,12439.92,2025-01-22 14:14:42
3696,4923,47,14,1655.72,23180.08,2025-07-06 3:41:00
3697,307,132,16,1799.78,28796.48,2026-01-24 4:31:33
3698,4146,137,6,4067.13,24402.78,2024-10-30 19:09:40
3699,4562,18,12,1710.12,20521.44,2025-06-05 14:25:37
3700,1427,123,18,236.28,4253.04,2025-01-26 6:21:21
3701,3893,51,1,2315.26,2315.26,2024-06-02 21:58:24
3702,2337,143,14,3711.17,51956.38,2024-08-30 14:29:28
3703,1507,81,3,189.14,567.42,2026-01-18 7:08:39
3704,2568,47,4,1655.72,6622.88,2026-03-25 11:39:58
3705,3647,178,10,2215.8,22158,2026-03-26 16:34:57
3706,3348,84,7,3522.42,24656.94,2025-10-10 22:13:24
3707,2683,187,8,4310.2,34481.6,2025-12-27 20:12:21
3708,3954,132,2,1799.78,3599.56,2024-12-06 2:19:00
3709,832,132,19,1799.78,34195.82,2025-05-15 15:15:44
3710,880,92,14,56.89,796.46,2024-08-23 1:53:51
3711,3919,49,10,1579.44,15794.4,2026-04-01 23:11:18
3712,2288,98,16,2878.31,46052.96,2025-12-07 8:39:31
3713,718,189,16,2883.04,46128.64,2026-02-07 1:57:21
3714,3627,191,13,4831.34,62807.42,2025-08-07 0:25:01
3715,1332,152,13,2657.48,34547.24,2025-12-07 19:42:23
3716,4824,17,10,2874.58,28745.8,2025-10-24 1:14:44
3717,1839,54,13,663.76,8628.88,2024-10-01 14:47:30
3718,1119,151,20,1382.33,27646.6,2025-03-26 12:59:32
3719,4716,66,13,1499.79,19497.27,2025-08-23 23:27:01
3720,3523,68,11,2764.07,30404.77,2025-04-22 12:43:03
3721,432,157,19,1569.49,29820.31,2025-05-02 7:39:27
3722,4712,150,1,1617.34,1617.34,2024-09-24 20:58:07
3723,303,29,2,791.1,1582.2,2026-04-19 16:12:13
3724,4361,153,18,2156.69,38820.42,2026-01-01 3:41:42
3725,2788,123,8,236.28,1890.24,2026-03-19 10:36:48
3726,4731,5,18,474.34,8538.12,2024-09-13 13:31:04
3727,1917,176,11,786.34,8649.74,2026-02-02 10:57:44
3728,1342,25,3,4950.26,14850.78,2025-05-01 3:22:03
3729,4427,153,14,2156.69,30193.66,2026-01-05 12:06:42
3730,4277,75,10,4553.1,45531,2025-11-23 12:39:27
3731,1395,167,10,4038.03,40380.3,2024-09-20 9:07:24
3732,3194,71,17,3726.08,63343.36,2025-06-21 3:07:24
3733,4233,77,20,3909.81,78196.2,2024-08-14 5:56:00
3734,3751,150,12,1617.34,19408.08,2025-04-12 18:00:53
3735,3589,44,18,915.63,16481.34,2026-04-21 10:10:11
3736,3039,199,16,740.76,11852.16,2025-04-05 10:30:39
3737,2692,163,19,266.72,5067.68,2025-12-10 4:58:24
3738,2856,194,17,2008.24,34140.08,2024-08-22 15:08:57
3739,1036,133,4,4841.35,19365.4,2024-07-01 9:16:07
3740,4853,14,6,80.6,483.6,2026-02-07 4:17:04
3741,1176,19,15,579.29,8689.35,2024-09-21 0:09:46
3742,4783,119,18,1176.77,21181.86,2025-07-19 12:37:04
3743,4991,170,3,1761.61,5284.83,2025-07-13 19:35:43
3744,1128,77,17,3909.81,66466.77,2024-11-17 14:10:05
3745,4428,49,20,1579.44,31588.8,2024-05-29 6:40:38
3746,3702,21,15,4057.6,60864,2024-11-09 6:09:38
3747,118,85,19,3473.07,65988.33,2024-06-22 15:13:59
3748,4335,77,9,3909.81,35188.29,2025-05-01 10:27:43
3749,2693,26,9,310.55,2794.95,2025-10-11 20:38:42
3750,1689,109,16,4383.54,70136.64,2025-11-29 2:48:26
3751,1310,134,13,1068.41,13889.33,2026-01-30 23:38:17
3752,4288,27,3,3131.32,9393.96,2025-01-03 17:41:14
3753,1493,186,7,1158.25,8107.75,2026-03-09 9:50:31
3754,244,54,17,663.76,11283.92,2025-09-25 14:45:07
3755,4119,88,14,2833.98,39675.72,2024-05-15 8:16:18
3756,4394,30,3,2973.12,8919.36,2024-06-14 17:43:08
3757,4736,63,20,2546.12,50922.4,2025-02-14 5:03:15
3758,4028,138,3,3945.33,11835.99,2025-02-20 1:02:48
3759,2254,87,19,2159.13,41023.47,2025-11-25 14:31:11
3760,94,6,20,1224.09,24481.8,2025-04-28 6:03:53
3761,4693,162,6,2059.94,12359.64,2026-03-21 8:57:35
3762,864,114,15,3623.84,54357.6,2024-07-23 9:37:40
3763,4728,13,12,1488.27,17859.24,2026-03-11 21:44:50
3764,2586,38,18,4713.95,84851.1,2024-06-02 7:24:40
3765,3484,109,19,4383.54,83287.26,2024-10-14 16:54:12
3766,1702,57,12,1560.64,18727.68,2026-02-13 20:57:12
3767,733,161,11,2786.29,30649.19,2024-07-21 2:41:19
3768,4134,138,1,3945.33,3945.33,2025-11-04 8:57:13
3769,3807,192,1,2305.88,2305.88,2025-03-11 3:28:56
3770,2609,50,5,4325.9,21629.5,2024-06-10 12:56:17
3771,3233,6,4,1224.09,4896.36,2026-01-15 9:26:05
3772,999,148,8,2137.11,17096.88,2025-08-21 21:14:07
3773,4789,21,1,4057.6,4057.6,2024-12-21 12:35:30
3774,2037,137,5,4067.13,20335.65,2025-11-14 20:00:25
3775,4699,122,10,1517.93,15179.3,2026-03-06 9:46:41
3776,1102,166,11,1844.13,20285.43,2024-10-18 4:50:10
3777,2864,32,8,365.19,2921.52,2024-12-06 18:21:45
3778,3495,11,19,3695.64,70217.16,2026-01-18 13:55:06
3779,484,177,17,1367.79,23252.43,2025-01-12 17:51:57
3780,2688,137,4,4067.13,16268.52,2024-09-11 23:17:53
