sales_order_id,order_number,customer_id,order_date,order_status,total_amount,created_date,modified_date
722,SO000722,336,2025-11-09 19:55:54,Shipped,50384.16,2025-11-09 19:55:54,2025-11-11 19:55:54
723,SO000723,43,2024-07-20 10:25:14,Shipped,151221.02,2024-07-20 10:25:14,2024-07-28 10:25:14
724,SO000724,463,2024-05-23 5:14:29,Confirmed,94067.21,2024-05-23 5:14:29,2024-06-13 5:14:29
725,SO000725,203,2025-04-22 20:08:48,Shipped,15435.03,2025-04-22 20:08:48,2025-04-23 20:08:48
726,SO000726,359,2024-11-27 6:21:13,Confirmed,92566.2,2024-11-27 6:21:13,2024-12-20 6:21:13
727,SO000727,336,2024-12-10 12:33:38,Pending,73256,2024-12-10 12:33:38,2024-12-23 12:33:38
728,SO000728,49,2024-10-28 11:15:39,Pending,17688.52,2024-10-28 11:15:39,2024-11-19 11:15:39
729,SO000729,245,2024-10-06 14:33:25,Pending,15588.03,2024-10-06 14:33:25,2024-10-12 14:33:25
730,SO000730,304,2025-10-06 1:17:18,Confirmed,34092.79,2025-10-06 1:17:18,2025-10-10 1:17:18
731,SO000731,349,2024-09-19 21:38:07,Delivered,101645.97,2024-09-19 21:38:07,2024-10-05 21:38:07
732,SO000732,5,2026-04-23 16:33:06,Shipped,100152.76,2026-04-23 16:33:06,2026-04-23 16:33:06
733,SO000733,62,2025-02-26 23:40:56,Delivered,65262.83,2025-02-26 23:40:56,2025-03-24 23:40:56
734,SO000734,68,2025-12-03 4:49:16,Delivered,41414.17,2025-12-03 4:49:16,2025-12-25 4:49:16
735,SO000735,118,2025-07-31 11:37:32,Delivered,10684.1,2025-07-31 11:37:32,2025-08-02 11:37:32
736,SO000736,375,2025-08-14 1:32:09,Pending,117286.4,2025-08-14 1:32:09,2025-08-16 1:32:09
737,SO000737,161,2024-11-20 10:14:51,Shipped,0,2024-11-20 10:14:51,2024-11-23 10:14:51
738,SO000738,154,2025-05-18 18:36:36,Confirmed,121264.97,2025-05-18 18:36:36,2025-06-15 18:36:36
739,SO000739,397,2026-02-06 19:45:08,Confirmed,96498.05,2026-02-06 19:45:08,2026-02-18 19:45:08
740,SO000740,347,2025-09-05 17:51:19,Confirmed,57133.63,2025-09-05 17:51:19,2025-09-25 17:51:19
741,SO000741,272,2024-12-25 15:36:24,Cancelled,36677.43,2024-12-25 15:36:24,2024-12-27 15:36:24
742,SO000742,313,2024-12-07 19:16:02,Confirmed,249856.2,2024-12-07 19:16:02,2024-12-07 19:16:02
743,SO000743,180,2024-08-29 14:30:54,Confirmed,51703.13,2024-08-29 14:30:54,2024-09-12 14:30:54
744,SO000744,384,2025-06-25 2:52:15,Confirmed,39346.82,2025-06-25 2:52:15,2025-07-15 2:52:15
745,SO000745,211,2024-12-24 13:13:52,Cancelled,52637.24,2024-12-24 13:13:52,2025-01-22 13:13:52
746,SO000746,227,2025-08-26 1:43:25,Confirmed,57019.7,2025-08-26 1:43:25,2025-09-16 1:43:25
747,SO000747,460,2025-05-29 17:34:44,Pending,57368.8,2025-05-29 17:34:44,2025-05-31 17:34:44
748,SO000748,386,2024-10-12 15:24:30,Pending,17461.47,2024-10-12 15:24:30,2024-10-16 15:24:30
749,SO000749,374,2025-07-31 8:35:01,Delivered,138760.29,2025-07-31 8:35:01,2025-08-18 8:35:01
750,SO000750,494,2026-04-17 6:33:37,Delivered,0,2026-04-17 6:33:37,2026-04-28 6:33:37
751,SO000751,406,2025-06-08 17:44:17,Confirmed,108081.07,2025-06-08 17:44:17,2025-06-18 17:44:17
752,SO000752,142,2025-07-21 4:42:14,Pending,35686.98,2025-07-21 4:42:14,2025-07-28 4:42:14
753,SO000753,284,2025-02-01 12:02:24,Cancelled,124083.51,2025-02-01 12:02:24,2025-02-08 12:02:24
754,SO000754,370,2026-02-27 18:41:30,Cancelled,19158.84,2026-02-27 18:41:30,2026-03-18 18:41:30
755,SO000755,399,2026-03-08 16:34:37,Pending,54576.34,2026-03-08 16:34:37,2026-03-17 16:34:37
756,SO000756,434,2024-09-05 2:48:25,Shipped,122450.79,2024-09-05 2:48:25,2024-10-02 2:48:25
757,SO000757,266,2026-04-22 5:18:14,Cancelled,61870.32,2026-04-22 5:18:14,2026-04-28 5:18:14
758,SO000758,97,2025-02-07 14:01:55,Delivered,97889.1,2025-02-07 14:01:55,2025-02-23 14:01:55
759,SO000759,331,2025-04-16 21:10:25,Pending,69623.97,2025-04-16 21:10:25,2025-04-25 21:10:25
760,SO000760,460,2024-09-18 18:28:18,Confirmed,153990.44,2024-09-18 18:28:18,2024-10-13 18:28:18
761,SO000761,198,2025-04-17 15:29:06,Pending,166525.05,2025-04-17 15:29:06,2025-05-02 15:29:06
762,SO000762,256,2024-12-05 11:44:30,Cancelled,23118,2024-12-05 11:44:30,2024-12-12 11:44:30
763,SO000763,271,2025-10-06 6:26:28,Pending,67408.74,2025-10-06 6:26:28,2025-10-08 6:26:28
764,SO000764,479,2026-01-21 7:29:41,Shipped,52669.26,2026-01-21 7:29:41,2026-02-01 7:29:41
765,SO000765,199,2026-02-09 15:34:59,Cancelled,74834.24,2026-02-09 15:34:59,2026-02-13 15:34:59
766,SO000766,188,2025-12-10 14:08:42,Cancelled,76308.7,2025-12-10 14:08:42,2025-12-23 14:08:42
767,SO000767,89,2026-04-03 5:40:36,Delivered,49285.53,2026-04-03 5:40:36,2026-04-24 5:40:36
768,SO000768,395,2024-12-11 7:41:46,Pending,798.75,2024-12-11 7:41:46,2025-01-10 7:41:46
769,SO000769,301,2024-07-13 21:37:58,Pending,121791.8,2024-07-13 21:37:58,2024-07-13 21:37:58
770,SO000770,135,2026-03-23 0:07:46,Confirmed,34389.59,2026-03-23 0:07:46,2026-03-23 0:07:46
771,SO000771,473,2025-01-21 16:10:37,Pending,158000.18,2025-01-21 16:10:37,2025-01-22 16:10:37
772,SO000772,405,2025-03-08 23:33:58,Delivered,95324.38,2025-03-08 23:33:58,2025-04-07 23:33:58
773,SO000773,147,2025-05-31 2:16:46,Cancelled,90097.65,2025-05-31 2:16:46,2025-06-16 2:16:46
774,SO000774,213,2024-11-26 7:18:16,Delivered,10546.36,2024-11-26 7:18:16,2024-12-20 7:18:16
775,SO000775,206,2025-05-10 15:47:59,Pending,292309.79,2025-05-10 15:47:59,2025-06-01 15:47:59
776,SO000776,275,2025-10-23 20:00:17,Cancelled,199394.28,2025-10-23 20:00:17,2025-11-12 20:00:17
777,SO000777,79,2024-09-12 0:57:41,Shipped,30363.98,2024-09-12 0:57:41,2024-10-01 0:57:41
778,SO000778,159,2026-03-24 10:11:01,Pending,186311.14,2026-03-24 10:11:01,2026-03-26 10:11:01
779,SO000779,472,2025-09-10 3:27:16,Confirmed,6179.82,2025-09-10 3:27:16,2025-09-26 3:27:16
780,SO000780,80,2025-08-13 5:56:44,Cancelled,2173.85,2025-08-13 5:56:44,2025-09-07 5:56:44
781,SO000781,201,2026-04-16 10:02:32,Cancelled,57056.2,2026-04-16 10:02:32,2026-04-26 10:02:32
782,SO000782,391,2026-01-08 5:06:57,Pending,87406.93,2026-01-08 5:06:57,2026-01-28 5:06:57
783,SO000783,358,2026-02-20 12:21:54,Delivered,112274.4,2026-02-20 12:21:54,2026-03-01 12:21:54
784,SO000784,489,2025-10-05 23:29:04,Confirmed,152690.02,2025-10-05 23:29:04,2025-10-28 23:29:04
785,SO000785,126,2025-01-08 9:46:01,Pending,21547.85,2025-01-08 9:46:01,2025-01-09 9:46:01
786,SO000786,223,2025-04-21 11:40:05,Pending,165723.17,2025-04-21 11:40:05,2025-05-20 11:40:05
787,SO000787,314,2024-10-15 15:10:39,Cancelled,57402.36,2024-10-15 15:10:39,2024-10-29 15:10:39
788,SO000788,159,2026-03-09 3:27:49,Confirmed,83402.6,2026-03-09 3:27:49,2026-03-10 3:27:49
789,SO000789,7,2025-02-15 21:16:59,Confirmed,214274.69,2025-02-15 21:16:59,2025-02-18 21:16:59
790,SO000790,6,2025-04-08 4:44:35,Confirmed,148882.71,2025-04-08 4:44:35,2025-04-30 4:44:35
791,SO000791,488,2024-08-14 21:02:24,Shipped,32125.38,2024-08-14 21:02:24,2024-08-29 21:02:24
792,SO000792,265,2025-06-24 22:38:15,Shipped,78867.6,2025-06-24 22:38:15,2025-07-10 22:38:15
793,SO000793,191,2025-06-20 15:32:09,Confirmed,26109.38,2025-06-20 15:32:09,2025-06-25 15:32:09
794,SO000794,400,2024-08-02 21:22:08,Shipped,0,2024-08-02 21:22:08,2024-08-25 21:22:08
795,SO000795,454,2026-03-21 5:41:28,Pending,0,2026-03-21 5:41:28,2026-04-13 5:41:28
796,SO000796,461,2024-06-28 6:49:57,Pending,31528.07,2024-06-28 6:49:57,2024-07-22 6:49:57
797,SO000797,414,2024-07-15 4:08:02,Delivered,85915.15,2024-07-15 4:08:02,2024-07-25 4:08:02
798,SO000798,269,2024-11-03 20:37:15,Pending,121357.04,2024-11-03 20:37:15,2024-11-11 20:37:15
799,SO000799,365,2025-03-09 1:31:46,Cancelled,131430.27,2025-03-09 1:31:46,2025-03-17 1:31:46
800,SO000800,40,2025-04-02 17:07:15,Delivered,8115.2,2025-04-02 17:07:15,2025-04-22 17:07:15
801,SO000801,262,2025-12-09 14:42:13,Shipped,18046.19,2025-12-09 14:42:13,2025-12-23 14:42:13
802,SO000802,256,2024-08-01 10:52:55,Cancelled,6911.65,2024-08-01 10:52:55,2024-08-02 10:52:55
803,SO000803,189,2025-03-02 10:44:38,Confirmed,216087.62,2025-03-02 10:44:38,2025-03-07 10:44:38
804,SO000804,396,2025-07-14 9:17:11,Pending,86879.31,2025-07-14 9:17:11,2025-07-22 9:17:11
805,SO000805,294,2024-11-18 0:05:39,Pending,65359.84,2024-11-18 0:05:39,2024-12-16 0:05:39
806,SO000806,380,2025-08-12 9:01:45,Cancelled,48135.89,2025-08-12 9:01:45,2025-08-19 9:01:45
807,SO000807,23,2024-11-15 16:55:12,Pending,107529.06,2024-11-15 16:55:12,2024-11-15 16:55:12
808,SO000808,24,2024-08-22 16:00:31,Delivered,131760.81,2024-08-22 16:00:31,2024-08-29 16:00:31
809,SO000809,197,2026-01-03 7:24:23,Confirmed,48107.29,2026-01-03 7:24:23,2026-01-14 7:24:23
810,SO000810,477,2025-12-09 13:54:49,Pending,66948.63,2025-12-09 13:54:49,2025-12-14 13:54:49
811,SO000811,412,2025-01-05 7:46:59,Delivered,186342.24,2025-01-05 7:46:59,2025-01-22 7:46:59
812,SO000812,165,2024-06-24 15:50:07,Confirmed,126711.13,2024-06-24 15:50:07,2024-07-01 15:50:07
813,SO000813,469,2025-02-10 3:57:42,Shipped,7790.32,2025-02-10 3:57:42,2025-02-23 3:57:42
814,SO000814,423,2024-09-16 22:39:08,Pending,83481.32,2024-09-16 22:39:08,2024-09-24 22:39:08
815,SO000815,191,2025-04-27 10:24:02,Pending,32308.85,2025-04-27 10:24:02,2025-05-15 10:24:02
816,SO000816,345,2025-10-25 14:06:22,Pending,73259.96,2025-10-25 14:06:22,2025-11-10 14:06:22
817,SO000817,115,2025-02-23 13:10:37,Cancelled,105061.92,2025-02-23 13:10:37,2025-02-28 13:10:37
818,SO000818,489,2025-07-01 9:49:58,Delivered,89055.68,2025-07-01 9:49:58,2025-07-02 9:49:58
819,SO000819,450,2026-05-08 2:19:53,Delivered,196539.34,2026-05-08 2:19:53,2026-05-10 2:19:53
820,SO000820,145,2024-09-02 14:41:39,Shipped,77294.08,2024-09-02 14:41:39,2024-09-29 14:41:39
821,SO000821,45,2024-07-02 10:45:16,Cancelled,154881.75,2024-07-02 10:45:16,2024-07-12 10:45:16
822,SO000822,5,2025-01-11 4:14:23,Shipped,125905.68,2025-01-11 4:14:23,2025-01-25 4:14:23
823,SO000823,150,2026-04-05 14:20:12,Cancelled,32276.7,2026-04-05 14:20:12,2026-04-11 14:20:12
824,SO000824,156,2025-09-17 7:13:09,Cancelled,74804.99,2025-09-17 7:13:09,2025-10-12 7:13:09
825,SO000825,238,2025-07-28 17:30:23,Shipped,25478.32,2025-07-28 17:30:23,2025-08-04 17:30:23
826,SO000826,498,2026-03-14 3:54:44,Delivered,0,2026-03-14 3:54:44,2026-04-01 3:54:44
827,SO000827,398,2025-12-08 17:04:09,Confirmed,120717,2025-12-08 17:04:09,2026-01-01 17:04:09
828,SO000828,462,2024-07-20 21:35:47,Cancelled,0,2024-07-20 21:35:47,2024-08-12 21:35:47
829,SO000829,408,2025-03-09 21:53:15,Confirmed,128007.94,2025-03-09 21:53:15,2025-04-02 21:53:15
830,SO000830,4,2026-01-27 14:03:26,Delivered,125952.7,2026-01-27 14:03:26,2026-01-31 14:03:26
831,SO000831,120,2025-09-09 3:51:30,Cancelled,108945.42,2025-09-09 3:51:30,2025-09-09 3:51:30
832,SO000832,326,2026-03-10 13:27:16,Pending,52902.46,2026-03-10 13:27:16,2026-03-21 13:27:16
833,SO000833,172,2025-05-01 9:21:40,Pending,217701.25,2025-05-01 9:21:40,2025-05-31 9:21:40
834,SO000834,337,2024-05-27 20:19:56,Delivered,46085.54,2024-05-27 20:19:56,2024-06-20 20:19:56
835,SO000835,378,2024-06-28 17:46:11,Shipped,129016.53,2024-06-28 17:46:11,2024-07-25 17:46:11
836,SO000836,106,2025-11-22 1:45:41,Cancelled,146409.54,2025-11-22 1:45:41,2025-11-25 1:45:41
837,SO000837,215,2025-06-20 19:09:43,Delivered,11730.45,2025-06-20 19:09:43,2025-06-27 19:09:43
838,SO000838,31,2024-08-04 1:47:18,Confirmed,8241.72,2024-08-04 1:47:18,2024-09-03 1:47:18
839,SO000839,144,2025-12-20 8:19:22,Pending,87259.28,2025-12-20 8:19:22,2026-01-11 8:19:22
840,SO000840,472,2025-05-11 15:37:19,Confirmed,0,2025-05-11 15:37:19,2025-05-12 15:37:19
841,SO000841,433,2026-01-30 20:52:05,Cancelled,302839.24,2026-01-30 20:52:05,2026-02-27 20:52:05
842,SO000842,359,2026-03-22 1:12:12,Shipped,554.18,2026-03-22 1:12:12,2026-04-04 1:12:12
843,SO000843,499,2025-05-05 6:31:07,Pending,27355.8,2025-05-05 6:31:07,2025-05-19 6:31:07
844,SO000844,49,2025-07-16 10:47:24,Cancelled,146371.46,2025-07-16 10:47:24,2025-08-03 10:47:24
845,SO000845,327,2025-04-07 15:51:07,Delivered,126534.67,2025-04-07 15:51:07,2025-04-11 15:51:07
846,SO000846,304,2024-12-24 15:47:25,Cancelled,48942.88,2024-12-24 15:47:25,2024-12-26 15:47:25
847,SO000847,223,2024-07-28 14:20:46,Confirmed,176066.17,2024-07-28 14:20:46,2024-07-29 14:20:46
848,SO000848,150,2025-09-19 3:44:27,Shipped,7652.4,2025-09-19 3:44:27,2025-09-26 3:44:27
849,SO000849,162,2024-08-19 15:47:23,Delivered,263114.81,2024-08-19 15:47:23,2024-09-15 15:47:23
850,SO000850,426,2025-01-20 14:00:27,Shipped,85878.7,2025-01-20 14:00:27,2025-02-11 14:00:27
851,SO000851,232,2025-10-12 15:40:42,Shipped,8684.69,2025-10-12 15:40:42,2025-10-22 15:40:42
852,SO000852,39,2024-09-28 4:00:34,Confirmed,103631.67,2024-09-28 4:00:34,2024-10-05 4:00:34
853,SO000853,400,2024-10-07 11:23:13,Cancelled,75347.29,2024-10-07 11:23:13,2024-10-11 11:23:13
854,SO000854,80,2024-11-08 15:28:04,Pending,56679.71,2024-11-08 15:28:04,2024-11-11 15:28:04
855,SO000855,231,2025-03-03 2:25:32,Delivered,28710.89,2025-03-03 2:25:32,2025-03-08 2:25:32
856,SO000856,209,2024-08-26 6:12:35,Pending,129229.78,2024-08-26 6:12:35,2024-09-05 6:12:35
857,SO000857,184,2024-09-24 12:04:50,Confirmed,10020.48,2024-09-24 12:04:50,2024-10-11 12:04:50
858,SO000858,158,2025-12-19 4:09:06,Delivered,71225.38,2025-12-19 4:09:06,2026-01-02 4:09:06
859,SO000859,437,2024-08-08 10:02:31,Pending,112053.94,2024-08-08 10:02:31,2024-08-16 10:02:31
860,SO000860,81,2025-09-21 14:08:45,Shipped,41935.04,2025-09-21 14:08:45,2025-09-23 14:08:45
861,SO000861,361,2025-08-04 8:53:36,Cancelled,13150.62,2025-08-04 8:53:36,2025-08-30 8:53:36
862,SO000862,111,2025-12-12 15:27:30,Shipped,148264.23,2025-12-12 15:27:30,2025-12-13 15:27:30
863,SO000863,47,2025-12-22 16:04:58,Confirmed,139570.18,2025-12-22 16:04:58,2025-12-26 16:04:58
864,SO000864,183,2024-05-15 17:04:35,Delivered,158541.81,2024-05-15 17:04:35,2024-06-14 17:04:35
865,SO000865,26,2025-07-04 0:10:40,Shipped,0,2025-07-04 0:10:40,2025-07-20 0:10:40
866,SO000866,420,2026-01-29 13:29:27,Confirmed,118866.22,2026-01-29 13:29:27,2026-02-06 13:29:27
867,SO000867,488,2025-09-30 7:26:36,Delivered,8447.96,2025-09-30 7:26:36,2025-09-30 7:26:36
868,SO000868,232,2026-01-20 13:32:14,Cancelled,157655.73,2026-01-20 13:32:14,2026-02-16 13:32:14
869,SO000869,282,2025-04-28 6:14:01,Confirmed,55483.45,2025-04-28 6:14:01,2025-05-21 6:14:01
870,SO000870,237,2026-04-30 6:43:01,Pending,0,2026-04-30 6:43:01,2026-05-03 6:43:01
871,SO000871,407,2024-11-28 0:02:45,Confirmed,0,2024-11-28 0:02:45,2024-12-23 0:02:45
872,SO000872,7,2025-10-14 13:57:00,Pending,53995.63,2025-10-14 13:57:00,2025-10-17 13:57:00
873,SO000873,400,2026-01-31 10:11:04,Confirmed,124921.11,2026-01-31 10:11:04,2026-02-26 10:11:04
874,SO000874,102,2024-12-10 13:09:41,Delivered,133299.16,2024-12-10 13:09:41,2024-12-14 13:09:41
875,SO000875,352,2025-03-02 17:34:08,Pending,99402.53,2025-03-02 17:34:08,2025-03-13 17:34:08
876,SO000876,301,2025-08-31 15:09:52,Shipped,32026.45,2025-08-31 15:09:52,2025-09-18 15:09:52
877,SO000877,417,2025-12-10 13:49:05,Pending,78984.37,2025-12-10 13:49:05,2026-01-08 13:49:05
878,SO000878,34,2025-01-04 19:08:44,Confirmed,116961.61,2025-01-04 19:08:44,2025-01-04 19:08:44
879,SO000879,331,2025-04-25 7:26:30,Delivered,31956.31,2025-04-25 7:26:30,2025-05-23 7:26:30
880,SO000880,66,2025-06-03 3:39:58,Pending,58765.26,2025-06-03 3:39:58,2025-06-28 3:39:58
881,SO000881,434,2025-01-28 10:42:45,Shipped,103842.1,2025-01-28 10:42:45,2025-02-25 10:42:45
882,SO000882,22,2025-12-30 13:34:24,Delivered,42125.67,2025-12-30 13:34:24,2026-01-02 13:34:24
883,SO000883,87,2024-12-22 17:58:23,Cancelled,139460.82,2024-12-22 17:58:23,2024-12-23 17:58:23
884,SO000884,421,2024-12-06 14:14:57,Delivered,130022.13,2024-12-06 14:14:57,2024-12-19 14:14:57
885,SO000885,16,2025-06-11 21:29:12,Delivered,66955.2,2025-06-11 21:29:12,2025-06-26 21:29:12
886,SO000886,219,2025-09-29 10:43:01,Confirmed,93376.37,2025-09-29 10:43:01,2025-10-20 10:43:01
887,SO000887,110,2025-10-15 18:45:00,Confirmed,0,2025-10-15 18:45:00,2025-10-26 18:45:00
888,SO000888,144,2024-09-23 21:59:15,Delivered,65818.56,2024-09-23 21:59:15,2024-10-01 21:59:15
889,SO000889,77,2026-04-27 10:53:42,Pending,1158.25,2026-04-27 10:53:42,2026-05-25 10:53:42
890,SO000890,318,2026-01-08 4:54:14,Cancelled,10266.42,2026-01-08 4:54:14,2026-01-27 4:54:14
891,SO000891,332,2024-05-15 8:26:27,Shipped,23438.95,2024-05-15 8:26:27,2024-05-22 8:26:27
892,SO000892,211,2026-05-09 21:37:34,Cancelled,68982.8,2026-05-09 21:37:34,2026-05-24 21:37:34
893,SO000893,32,2024-05-19 23:45:05,Pending,73413.39,2024-05-19 23:45:05,2024-06-03 23:45:05
894,SO000894,197,2025-03-27 2:48:31,Confirmed,7325.04,2025-03-27 2:48:31,2025-04-04 2:48:31
895,SO000895,103,2024-07-19 17:20:50,Cancelled,101952.9,2024-07-19 17:20:50,2024-08-01 17:20:50
896,SO000896,323,2024-12-13 10:02:13,Cancelled,39777.86,2024-12-13 10:02:13,2024-12-20 10:02:13
897,SO000897,10,2025-02-25 1:08:46,Delivered,18816.56,2025-02-25 1:08:46,2025-03-22 1:08:46
898,SO000898,366,2024-12-01 7:51:55,Shipped,20942.9,2024-12-01 7:51:55,2024-12-26 7:51:55
899,SO000899,279,2024-09-14 13:10:18,Delivered,125133.56,2024-09-14 13:10:18,2024-09-29 13:10:18
900,SO000900,468,2025-10-16 14:18:02,Cancelled,135841.99,2025-10-16 14:18:02,2025-10-27 14:18:02
901,SO000901,165,2025-11-10 19:26:15,Delivered,44451.76,2025-11-10 19:26:15,2025-11-26 19:26:15
902,SO000902,93,2025-09-27 11:45:16,Pending,111935.14,2025-09-27 11:45:16,2025-10-05 11:45:16
903,SO000903,306,2025-03-03 21:16:39,Confirmed,154240.96,2025-03-03 21:16:39,2025-03-13 21:16:39
904,SO000904,459,2025-07-26 17:10:27,Shipped,101987.31,2025-07-26 17:10:27,2025-07-26 17:10:27
905,SO000905,415,2024-11-14 1:19:15,Delivered,52321.44,2024-11-14 1:19:15,2024-11-15 1:19:15
906,SO000906,184,2025-01-20 2:28:15,Cancelled,0,2025-01-20 2:28:15,2025-02-05 2:28:15
907,SO000907,499,2026-04-12 22:58:20,Confirmed,43193.66,2026-04-12 22:58:20,2026-04-19 22:58:20
908,SO000908,127,2024-10-05 10:21:57,Confirmed,11075.4,2024-10-05 10:21:57,2024-10-08 10:21:57
909,SO000909,274,2024-07-31 8:06:50,Pending,63623.7,2024-07-31 8:06:50,2024-08-08 8:06:50
910,SO000910,486,2026-04-06 22:55:56,Confirmed,19888,2026-04-06 22:55:56,2026-04-30 22:55:56
911,SO000911,434,2025-12-20 3:37:58,Delivered,82911.32,2025-12-20 3:37:58,2026-01-07 3:37:58
912,SO000912,479,2026-04-29 6:40:32,Confirmed,82710.67,2026-04-29 6:40:32,2026-05-10 6:40:32
913,SO000913,122,2025-04-02 12:51:14,Cancelled,112205.35,2025-04-02 12:51:14,2025-04-07 12:51:14
914,SO000914,413,2024-05-15 8:38:06,Shipped,79151.32,2024-05-15 8:38:06,2024-05-25 8:38:06
915,SO000915,303,2025-03-27 3:51:41,Pending,234642.77,2025-03-27 3:51:41,2025-04-25 3:51:41
916,SO000916,359,2025-07-24 21:00:53,Shipped,48465.51,2025-07-24 21:00:53,2025-08-15 21:00:53
917,SO000917,291,2024-09-27 15:24:30,Cancelled,12392.08,2024-09-27 15:24:30,2024-10-27 15:24:30
918,SO000918,289,2026-03-22 15:22:24,Confirmed,123737.47,2026-03-22 15:22:24,2026-03-26 15:22:24
919,SO000919,415,2025-06-12 18:02:27,Delivered,51882.67,2025-06-12 18:02:27,2025-07-08 18:02:27
920,SO000920,159,2025-04-09 16:35:48,Confirmed,30598.37,2025-04-09 16:35:48,2025-04-26 16:35:48
921,SO000921,20,2024-05-11 4:08:02,Pending,0,2024-05-11 4:08:02,2024-05-26 4:08:02
922,SO000922,120,2024-09-15 2:16:16,Cancelled,12820.92,2024-09-15 2:16:16,2024-09-16 2:16:16
923,SO000923,11,2025-12-16 21:20:40,Cancelled,104206.67,2025-12-16 21:20:40,2025-12-23 21:20:40
924,SO000924,1,2024-09-22 21:28:32,Shipped,82255.12,2024-09-22 21:28:32,2024-10-07 21:28:32
925,SO000925,315,2025-12-26 13:37:21,Confirmed,29632.73,2025-12-26 13:37:21,2026-01-24 13:37:21
926,SO000926,67,2025-12-06 2:02:09,Shipped,89850.12,2025-12-06 2:02:09,2025-12-31 2:02:09
927,SO000927,91,2025-09-27 6:43:32,Shipped,83287.26,2025-09-27 6:43:32,2025-10-19 6:43:32
928,SO000928,12,2024-12-01 23:31:11,Confirmed,94892.92,2024-12-01 23:31:11,2024-12-02 23:31:11
929,SO000929,361,2025-08-15 20:07:42,Confirmed,15656.6,2025-08-15 20:07:42,2025-09-02 20:07:42
930,SO000930,57,2025-04-14 23:58:22,Cancelled,0,2025-04-14 23:58:22,2025-05-08 23:58:22
931,SO000931,187,2024-08-27 5:10:56,Pending,12143.55,2024-08-27 5:10:56,2024-09-23 5:10:56
932,SO000932,361,2025-05-08 21:18:55,Delivered,51346.71,2025-05-08 21:18:55,2025-05-19 21:18:55
933,SO000933,52,2024-08-24 5:37:15,Shipped,2737.91,2024-08-24 5:37:15,2024-09-11 5:37:15
934,SO000934,166,2024-11-18 22:25:30,Confirmed,4791.53,2024-11-18 22:25:30,2024-11-27 22:25:30
935,SO000935,375,2025-04-18 20:57:29,Delivered,48791.39,2025-04-18 20:57:29,2025-04-23 20:57:29
936,SO000936,328,2024-08-31 23:22:07,Delivered,106576.25,2024-08-31 23:22:07,2024-09-25 23:22:07
937,SO000937,163,2025-07-08 14:46:43,Confirmed,36531.31,2025-07-08 14:46:43,2025-07-28 14:46:43
938,SO000938,496,2025-11-27 21:08:34,Cancelled,45056.13,2025-11-27 21:08:34,2025-12-19 21:08:34
939,SO000939,456,2024-12-01 7:21:50,Cancelled,63576.54,2024-12-01 7:21:50,2024-12-23 7:21:50
940,SO000940,183,2024-11-04 5:26:53,Confirmed,185418.73,2024-11-04 5:26:53,2024-11-29 5:26:53
941,SO000941,302,2026-01-04 16:46:03,Confirmed,124545.31,2026-01-04 16:46:03,2026-01-25 16:46:03
942,SO000942,158,2025-04-15 23:18:00,Shipped,65746.56,2025-04-15 23:18:00,2025-04-27 23:18:00
943,SO000943,91,2025-10-19 7:32:23,Pending,23492.44,2025-10-19 7:32:23,2025-10-23 7:32:23
944,SO000944,360,2024-09-14 4:07:19,Cancelled,148584.48,2024-09-14 4:07:19,2024-10-14 4:07:19
945,SO000945,436,2026-03-14 10:08:19,Cancelled,132634.84,2026-03-14 10:08:19,2026-03-26 10:08:19
946,SO000946,94,2025-10-20 14:37:25,Cancelled,59359.5,2025-10-20 14:37:25,2025-10-21 14:37:25
947,SO000947,472,2024-11-21 1:33:50,Cancelled,71903.52,2024-11-21 1:33:50,2024-12-01 1:33:50
948,SO000948,328,2024-08-29 18:26:53,Cancelled,111760.39,2024-08-29 18:26:53,2024-09-05 18:26:53
949,SO000949,480,2025-04-23 4:47:10,Delivered,121678.25,2025-04-23 4:47:10,2025-04-26 4:47:10
950,SO000950,170,2025-09-11 14:48:33,Pending,150246.16,2025-09-11 14:48:33,2025-09-15 14:48:33
951,SO000951,178,2026-04-03 21:09:17,Shipped,120783.25,2026-04-03 21:09:17,2026-04-10 21:09:17
952,SO000952,326,2025-05-22 2:16:14,Pending,13437.68,2025-05-22 2:16:14,2025-05-27 2:16:14
953,SO000953,363,2026-03-21 23:35:12,Shipped,11448.54,2026-03-21 23:35:12,2026-04-16 23:35:12
954,SO000954,6,2024-07-08 23:48:20,Shipped,63234.44,2024-07-08 23:48:20,2024-07-22 23:48:20
955,SO000955,128,2025-10-26 15:18:19,Pending,63647.82,2025-10-26 15:18:19,2025-11-01 15:18:19
956,SO000956,132,2024-06-19 23:56:19,Pending,13820.35,2024-06-19 23:56:19,2024-06-30 23:56:19
957,SO000957,1,2026-04-20 2:58:54,Pending,0,2026-04-20 2:58:54,2026-05-13 2:58:54
958,SO000958,225,2026-02-13 18:40:32,Delivered,81415.12,2026-02-13 18:40:32,2026-02-25 18:40:32
959,SO000959,453,2024-11-09 15:18:21,Delivered,118162.24,2024-11-09 15:18:21,2024-11-14 15:18:21
960,SO000960,452,2025-10-06 7:31:19,Delivered,8555.35,2025-10-06 7:31:19,2025-10-21 7:31:19
961,SO000961,280,2026-01-12 22:10:58,Delivered,100715.38,2026-01-12 22:10:58,2026-01-23 22:10:58
